,address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,location_address,location_city,location_state,location_zip,longitude,results,risk,state,violations,zip
10,4701 S CICERO AVE ,STARBUCKS COFFEE #2372,CHICAGO,STARBUCKS COFFEE #2372,Restaurant,2018-02-02T00:00:00.000,2144486,Complaint,41.807533457297886,2093902,POINT (-87.743003421203 41.807533457298),,,,,-87.74300342120267,Pass,Risk 2 (Medium),IL,,60632
11,3152-3154 W IRVING PARK RD ,BRICK HOUSE BAR AND GRILL,CHICAGO,BRICK HOUSE BAR AND GRILL,Restaurant,2018-02-02T00:00:00.000,2144480,Canvass Re-Inspection,41.95403155441393,1969907,POINT (-87.707719863555 41.954031554414),,,,,-87.70771986355507,Pass,Risk 1 (High),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: REPAIRS WERE MADE ON THE FRONT ENTRANCE DOOR TO SEAL THE GAP AND RODENT PROOF THE DOOR. SERIOUS VIOLATION CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO HAVE THE HOOD VENTS SERVICED TO ELIMINATE GREASE ACCUMULATION HANGING FROM THE HOOD AND MAINTAIN.
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED DUST AND GREASE ACCUMULATION ON THE VENTS ABOVE THE LINE. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED.",60618
12,614 W DIVERSEY AVE ,THE VEGGIE GRILL,CHICAGO,THE VEGGIE GRILL,,2018-02-02T00:00:00.000,2144477,License,41.93291687750861,2563666,POINT (-87.644571638853 41.932916877509),,,,,-87.64457163885305,Not Ready,Risk 1 (High),IL,,60614
13,616 E 103RD ST ,POPEYE'S,CHICAGO,POPEYE'S,Restaurant,2018-02-02T00:00:00.000,2144475,License,41.70750956551268,2578249,POINT (-87.608182818871 41.707509565513),,,,,-87.60818281887106,Fail,Risk 2 (Medium),IL,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: OBSERVED NO EXPOSED SINK IN REAR PREP/DISH WASHING AREA. INSTRUCTED MANAGER TO INSTALL AN EXPOSED SINK WITH HOT AND COLD RUNNING WATER, SOAP AND PAPER TOWELS IN REAR PREP/DISH WASHING AREA. CRITICAL VIOLATION 7-38-030 | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED OVER 50 MICE DROPPINGS INSIDE EQUIPMENT UNDER CUP HOLDERS IN SERVING AREA, 40 MICE DROPPINGS INSIDE BOTTOM COMPARTMENT UNDER POP MACHINE IN DRIVE THRU AREA. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. SERIOUS VIOLATION 7-38-030 | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: OBSERVED WATER BACKING UP THROUGH FLOOR DRAIN NEAR 3-COMPARTMENT SINK IN REAR PREP/DISH WASHING AREA. INSTRUCTED MANAGER TO REPAIR 3-COMPARTMENT SINK AND ROD OUT DRAIN LINES. SERIOUS VIOLATION 7-38-030 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL COOLERS, FREEZERS, PREP TABLES, FRYERS, HOLDING UNITS, CUP HOLDERS, POP MACHINES, SURFACES UNDER HOLDING. UNITS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, DISH WASHING AND STORAGE AREAS. GROUT LOOSE FLOOR TILES IN REAR DISH WASHING AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN CEILING VENTS AND TILES IN PREP AREA(DUST BUILDUP). SEAL OPENINGS ALONG BASEBOARDS NEAR UTILITY SINK AND BEHIND ICE MACHINE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING FAUCET ON 3-COMPARTMENT SINK. REMOVE STANDING WATER AROUND DRAIN INSIDE UTILITY SINK. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELEVATE ALL STOCK OFF FLOOR IN WALK-IN COOLER, FREEZER AND STORAGE AREAS.",60628
14,3800 N PULASKI RD ,SMOQUE BBQ,CHICAGO,SMOQUE BBQ,Restaurant,2018-02-02T00:00:00.000,2144474,Canvass,41.95007328750793,1694866,POINT (-87.72765652046 41.950073287508),,,,,-87.72765652046024,Pass w/ Conditions,Risk 1 (High),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO INSTALL EXPOSED HAND SINK WITH HOT AND COLD RUNNING WATER EQUIPPED WITH HAND SOAP AND HAND DRYING DEVICE IN REAR PREP/COOKING BRISKET AREA.-----------FOUND ONE BURNER GAS STOVE AND OVEN TOASTER WITHOUT PROPER VENTILATION IN REAR PREP/COOKING AREA. INSTRUCTED TO PROVIDE. (OVEN TOASTER SPECIFIES VENTILATION/ HOOD NEEDED). | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN AND MAINTAIN FLOORS ALONG THE WALLS AND IN ALL CORNERS IN REAR STORAGE AREA,FOOD PREP AREA FRONT AREA,2ND PREP AREA BY THE SMOKER,OVEN AREA WITH EXCESSIVE GREASE ACCUMULATION. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN CEILING (ON PIPES AND ELECTRICAL WIRINGS) WITH GREASE AND DUST ACCUMULATION ABOVE REAR PREP/COOKING AREA. (WHERE SINGLE BURNER GAS STOVE AND OVEN TOASTER ARE LOCATED). WALLS LOCATED IN SIDE REAR AREA, IN THE BACK STORAGE AREA HAS DUST ACCUMULATION. | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: OBSERVED EMPLOYEES/FOOD HANDLERS WEARING GLOVES AND NOT WASHING HANDS PRIOR TO HANDLING FOOD OR AFTER HANDS HAVE BECOME CONTAMINATED IN FRONT AND IN REAR PREP/COOKING AREA. INSTRUCTED TO WASH HANDS AND WEAR GLOVES AFTER EACH ACTIVITY.
CRITICAL VIOLATION 7-38-010 (A) | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO CLEAN AND REPAINT RUSTY METAL PREP SHELVES IN BARBECUE SAUCE PREP AREA.",60641
15,2518 E 79TH ST ,JOJI GYROS,CHICAGO,JOJI GYROS,Restaurant,2018-02-02T00:00:00.000,2144469,Canvass,41.751883323857825,2179843,POINT (-87.562995359581 41.751883323858),,,,,-87.56299535958055,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED LOOSE WORN RUBBER GASKETS AT THE PREP COOLER DOORS; MUST REPAIR OR REPLACE RUBBER GASKETS AT THE PREP COOLER DOORS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO CLEAN THE INTERIOR OF THE REFRIGERATION UNIT STORING CHICKEN TO REMOVE SPILLS.  CLEAN INTERIOR BOTTOM OF FRYERS AND EXTERIOR SURFACES OF FRYERS AND GRILL TO REMOVE GREASE.  CLEAN EXTERIOR SURFACES OF BULK STORAGE CONTAINERS WITH FLOUR AND OTHER DRY PRODUCTS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN FLOORS AROUND UNDER AND BEHIND COOKING EQUIPMENT AND OTHER EQUIPMENT (FREEZERS AND REFRIGERATION UNITS) AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: SOME CLUTTER OBSERVED IN REAR STORAGE AREA; REMOVE UNNECESSARY ITEMS.",60649
16,4234 W FULLERTON AVE ,SHAH MINI MART,CHICAGO,SHAH MINI MART,Grocery Store,2018-02-02T00:00:00.000,2144468,Complaint,41.924518490422905,2203628,POINT (-87.73311251466 41.924518490423),,,,,-87.73311251466045,Pass,Risk 3 (Low),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED SOME DUST BUILD UP ON FLOOR NEXT TO WALK-IN COOLER DOOR. INSTRUCTED TO CLEAN AND MAINTAIN.  | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: OBSERVED MISSING THERMOMETER INSIDE EGG COOLER AT FRONT. INSTRUCTED TO PROVIDE AND MAINTAIN.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER SUCH AS UNNECESSARY ITEMS AND BOXES STORED ON FLOOR IN REAR AREA. INSTRUCTED TO ELEVATE 6-INCH OFF THE FLOOR TO PREVENT PEST BREEDING, BETTER ORGANIZE AND MAINTAIN. ",60639
17,2433 W DEVON AVE ,MEHRAB,CHICAGO,MEHRAB SUPERMARKET,Grocery Store,2018-02-02T00:00:00.000,2144467,License Re-Inspection,41.99759944782518,2578159,POINT (-87.691162701166 41.997599447825),,,,,-87.6911627011657,Pass,Risk 2 (Medium),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: COOLER NOW OPERATING AT THE PROPER TEMPERATURE OF 39F. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: ALL ENTRANCE/EXIT DOORS ARE NOW PROPERLY SEALED. ALL MICE DROPPINGS HAVE BEEN REMOVED. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: PROPER NOZZLE ON THE THREE COMPARTMENT SINK THAT REACHES ALL THREE COMPARTMENTS AND NO LONGER LEAKS. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: VIOLATION CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VIOLATION CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: VIOLATION CORRECTED. | 70. NO SMOKING REGULATIONS - Comments: NO SMOKING SIGN POSTED.",60659
18,5249 S KEDZIE AVE ,GORDITAS AGUASCALIENTES,CHICAGO,GORDITAS AGUASCALIENTES,Restaurant,2018-02-02T00:00:00.000,2144466,Complaint,41.797543905371754,2487821,POINT (-87.70352333204 41.797543905372),,,,,-87.70352333204033,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED THE REAR COOKING AREA CONDIMENT COOLER HANDLE MISSING( BROKEN), INSTRUCTED TO REPAIR/REPLACE | 45. FOOD HANDLER REQUIREMENTS MET - Comments: OBSERVED 1 FOOD HANDLER CERTIFICATE EXPIRED ON 1/22/2018, INSTRUCTED TO RENEW CERTIFICATE.",60632
19,11350 S HALSTED ST ,POPEYES,CHICAGO,POPEYES,Restaurant,2018-02-02T00:00:00.000,2144464,License,41.68721692727642,2578260,POINT (-87.642364621691 41.687216927276),,,,,-87.64236462169072,Fail,Risk 2 (Medium),IL,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: OBSERVED NO EXPOSED SINK IN REAR DISH WASHING AREA. INSTRUCTED MANAGER TO INSTALL AN EXPOSED SINK WITH HOT AND COLD RUNNING WATER, SOAP AND PAPER TOWELS IN REAR PREP/DISH WASHING AREA FOR PROPER HAND WASHING. CRITICAL VIOLATION 7-38-030 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL DRAWER GASKETS, COOLERS, FREEZERS, PREP TABLES, FRYERS, HOLDING UNITS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, STORAGE, AND DISH WASHING AREAS(EXCESS FLOUR, FOOD DEBRIS, DIRT, GRIME, DUST BUILDUP). REMOVE EXCESS WATER OFF FLOOR UNDER 3-COMPARTMENT SINK. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL OPENINGS ALONG BASEBOARD IN CORNER UNDER EXPOSED SINK, ALONG WALL NEAR UTILITY SINK. REPLACE MISSING WALL TILE AND SEAL OPENING AROUND PIPE FITTING ABOVE UTILITY SINK. SEAL ALL OPENINGS, CRACKS, CREVICES IN WALLS AND CEILINGS, AROUND PIPE FITTINGS, ALONG BASEBOARDS, ETC IN ALL AREAS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PROVIDE LIGHT IN WALK-IN FREEZER AND ADEQUATE LIGHTING IN WALK-IN COOLER. REPLACE MISSING LIGHT SHIELD IN SINGLE SERVICE ARTICLE/UTENSIL STORAGE AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING DRAINPIPE UNDER 3-COMPARTMENT SINK. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE THERMOMETER IN REACH-IN COOLER IN DRIVE THRU AREA. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELEVATE ALL STOCK OFF FLOOR IN WALK-IN COOLER, FREEZER AND STORAGE AREAS. REMOVE UNUSED ITEMS ALONG WALL NEAR ICE MACHINE FOR EASY CLEANING.",60628
20,4355 N SHERIDAN RD ,JEWEL FOOD STORE #3455,CHICAGO,JEWEL FOOD STORE #3455,Grocery Store,2018-02-02T00:00:00.000,2144461,Complaint,41.96139777990347,1380,POINT (-87.654592974847 41.961397779903),,,,,-87.65459297484728,Fail,Risk 1 (High),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FOUND DISPLAY CAKE COOLER AT AIR TEMP OF 48F TO 51.5F.POTENTIALLY HAZARDOUS FOOD WERE STORED INSIDE SAID UNIT:TIRA MI SU,CHEESE CAKE.ETC. UNITS MUST MAINTAIN TEMP OF 40F AND BELOW. TAGGED UNIT 'HELD OR INSPECTION' DO NOT USE.
CRITICAL VIOLATION:7-38-005(A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS FOOD AT IMPROPER TEMPERATURE STORED INSIDE THE DISPLAY CAKE UNIT IN BAKERY. ONE SLICE OF CHEESE CAKE AT TEMP OF 51.1F;ONE  9 INCH FRUIT TART AT TEMP OF 50.9F; 2 PIECES OF TIRA MI SU TORTE AT TEMP OF 52.9F; ONE PETITE STRAWBERRY TORTE WITH CREAM CHEESE AT TEMP OF 50F; TWO  PETITE CHOCO TORTE AT TEMP OF 51.8F; 4 PIECES OF  SMALL TART WITH CREAM CHEESE AT TEMP OF 50.1F TO 53.1F; TWO MEDIUM TARTS WITH CREAM CHEESE AT TEMP OF 49.1F TO 51.1F.COLD FOOD MUST MAINTAIN TEMP OF 40F AND BELOW.FOOD DISCARDED AND DENATURED.POUNDS 6,VALUE 71.27.
CRITICAL VIOLATION:7-38-005(A) | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: WE OBSERVED RAT DROPPINGS AT BAKERY AREA:6 RAT DROPPINGS UNDER STANDING THE MIXER,10 RAT DROPPINGS UNDER THE HIGH TEMP DISH MACHINE. MEAT DEPARTMENT: 5 RAT DROPPINGS BY THE SWING DOOR BETWEEN THE STORAGE AND MEAT DEPARTMENT,10 DROPPINGS BY THE SNAP-TRAP UNDER THE SHELVE OF THE SAME MENTIONED AREA, 6 RAT DROPPINGS UNDER SHELVES AT REAR STORAGE AREA.INSTRUCTED TO CLEAN AND SANITIZE MENTIONED AREAS. OUTER OPENING NOT PROTECTED. FRONT DOOR  BY THE TCF BANK WITH GAPS OF 1/4' TO 1' AT BOTTOM,TOP AND BETWEEN DOORS.
INSTRUCTED TO RODENT/INSECT PROOF DOORS,ALSO REMOVE DROPPINGS,CLEAN AND SANITIZE MENTIONED AREAS
SERIOUS VIOLATION:7-38-020 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DEBRIS THROUGHOUT THE PREMISES,SPECIALLY UNDER SHELVES IN SELLING AREA,BAKERY,AND DELI. REAR  DRY STORAGE AREA/DELIVERY AREA,SPECIALLY CORNERS AND ALONG BASEBOARD WALL. OPEN AREA BETWEEN WALL AND FLOOR, ALSO MISSING COVING AT WALK-IN COOLER  BEHIND THE MEAT REPACKING AREA.
DRY STORAGE INSIDE THE REPACK WALK-IN COOLER WITH STANDING WATER AND DEBRIS,INSTRUCTED TO KEEP FLOOR DRY AND CLEAN. ELEVATE ITEMS 6' OFF THE FLOOR. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OPENINGS ON CEILING TILES AND AROUND PIPES,AT BAKERY,DELI DEPARTMENT,SEAL AND MAINTAIN.SURFACE MUST BE SMOOTH CLEANABLE AND NON-ABSORBENT SURFACE.
REMOVE SPIDER WEBS  ON WALL TILES BY THE HIGH TEMP DISH MACHINE,AT BAKERY AREA AND DELI AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO EXPOSED SINK INSTALLED AT FRONT PREP/REPACKING AREA AT BAKERY AREA.INSTRUCTED TO INSTALL SAID SINK UNDER CITY PLUMBING CODE,PROVIDE SOAP AND PAPER TOWELS | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: NO STEM THERMOMETER PROVIDED AT BAKERY AREA,INSTRUCTED TO PROVIDE.EACH FOOD STATION MUST HAVE FOOD THERMOMETER TO BE ABLE TO CHECK FOOD TEMPERATURE | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: BROKEN  AND EXTREMELY GREASY FILTER ABOVE THE CONVECTION OVEN AT DELI AREA.REPLACE FILTER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: ACCUMULATION OF  GREASE  AND DUST INSIDE THE CABINETS OF DEEP FRYERS,DELI DEPARTMENT. CLEAN AND MAINTAIN
HIGH TEMP DISH MACHINE WITH EXCESS MINERAL BUILD UP  ON ARMS AND PANELS OF INTERIOR UNIT.NEED TO CLEAN AND MAINTAIN",60613
21,4305 N KEDZIE AVE ,CAFE SAN JUAN,CHICAGO,CAFE SAN JUAN,Restaurant,2018-02-02T00:00:00.000,2144459,Canvass,41.959571527006716,2493115,POINT (-87.708049231179 41.959571527007),,,,,-87.70804923117949,Pass,Risk 1 (High),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO DETAIL CLEAN THE EXTERIOR SURFACE OF THE COLD-HOLDING REFRIGERATION UNIT TO REMOVE FOOD DEBRIS SPLATTER AND MAINTAIN.",60618
22,5733 S KEDZIE AVE ,MCDONALDS,CHICAGO,MCDONALDS #335,Restaurant,2018-02-02T00:00:00.000,2144457,License,41.78889143422201,2578400,POINT (-87.703279592166 41.788891434222),,,,,-87.70327959216557,Pass,Risk 2 (Medium),IL,,60629
23,7530 S STONY ISLAND AVE ,JEWEL FOOD STORE #3030,CHICAGO,JEWEL FOOD STORE #3030,Grocery Store,2018-02-02T00:00:00.000,2144456,Complaint,41.75780565854321,1000572,POINT (-87.586268258019 41.757805658543),,,,,-87.58626825801875,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOOR IN REAR STORAGE ROOM AROUND AND UNDER STORAGE SHELVES. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO ORGANIZE AND MAINTAIN THE UTILITY SINK AREA IN THE REAR STORAGE ROOM.  STANDING WATER FOUND IN SOME MOP BUCKETS; INSTRUCTED TO DISPOSE OF WASTE WATER AFTER USING.",60649
24,5733 S KEDZIE AVE ,MCDONALD'S,CHICAGO,MCDONALD'S,Restaurant,2018-02-02T00:00:00.000,2144454,Canvass,41.78889143422201,1765916,POINT (-87.703279592166 41.788891434222),,,,,-87.70327959216557,Out of Business,Risk 2 (Medium),IL,,60629
25,3820 N SPAULDING AVE ,CICS IRVING PARK,CHICAGO,CHARTWELLS,PREP INSIDE SCHOOL,2018-02-02T00:00:00.000,2144451,Canvass,41.95090200753495,2549074,POINT (-87.71052949972 41.950902007535),,,,,-87.71052949972038,Pass,Risk 1 (High),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED NO EXPOSED HAND SINK IN THE FRONT OF THE GYNAMISUM NEAR THE CAFETERIA WHERE THE STEAM TABLES ARE LOCATED AND THE CHILDREN ARE SERVED HOT LUNCHES. INSTRUCTED TO PROVIDE A HAND WASHING STATION FOR THE SERVICE AREA IN THE GYMANASIUM TO ALLOW PROPER HAND WASHING WITH SOAP AND PAPER TOWELS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED FOOD DEBRIS BUILDUP UNDER THE FOOD STORAGE RACKS IN THE WALK-IN FREEZER. INSTRUCTED TO REMOVE FOOD DEBRIS AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REMOVE RUST STAINS FROM UNDER THE EXPOSED HAND SINK IN THE BOY'S 2ND FLOOR BATHROOM AND MAINTAIN CLEAN.",60618
26,525 E 130TH ST ,ROSEBUD FARM INC,CHICAGO,ROSEBUD FARM INC,Grocery Store,2018-02-02T00:00:00.000,2144450,Complaint,41.65902472179736,3256,POINT (-87.609091397733 41.659024721797),,,,,-87.60909139773335,Pass,Risk 2 (Medium),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REPLACE ALL WORN CUTTING BOARDS IN MEAT PREP AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL COOLERS, FREEZERS, CUTTING BOARDS, PREP TABLES. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, STORAGE, SALES, WASHROOM AND BREAK ROOM AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL OPENINGS ALONG BASEBOARDS IN MEAT PREP AREA. REPLACE STAINED CEILING TILES IN HALLWAY NEAR WASHROOMS. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: STORE WASH CLOTHS IN SANITIZING SOLUTION AT THE REQUIRED PPM. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: TIGHTEN LOOSE FAUCET ON SINK IN WOMEN WASHROOM.",60628
